pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author_login,author_id,merged_by_login,reviewer_count,reviewers,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,title_length,repo_language,description,description_length,is_bug_fix,is_new_feature,is_update,is_refactor,is_backend,is_frontend,task_id,images_count,body,description_word_count,description_croatian_words,description_croatian_pct,title_croatian_words,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes
552,2913299306,2025-10-14T11:37:01Z,2025-10-15T09:32:48Z,2025-10-15T09:32:48Z,2025-10-15T09:32:50Z,2025-10-14T11:39:50Z,2025-10-14T11:37:01+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],22,1,1,2,23,0,0,1,1,0,0,0,2025-10-15T09:27:13+00:00,2025-10-15T09:27:13+00:00,5,14211868 BE: Sortiranje bulk događaja,37,TypeScript,u excelici za događaje istog datuma sortirano po vremenu početka,64,False,False,True,False,True,False,,0,"# Description

u excelici za događaje istog datuma sortirano po vremenu početka",10,9,90.0,3,1310.1999999999998,1310.1999999999998,0.0,1315.7833333333333
553,2913432476,2025-10-14T12:17:58Z,2025-10-27T10:46:54Z,2025-10-27T10:46:54Z,2025-10-27T10:46:56Z,2025-10-27T10:37:14Z,2025-10-14T12:17:58+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],10,6,2,25,16,0,1,2,1,1,0,0,2025-10-18T09:49:16+00:00,2025-10-27T10:45:04+00:00,5,14199680 BE: Status otkazano,28,TypeScript,dodan status otkazano u event status i ažuriran validator da je razlog odbijanja obavezan i kad je status OTKAZANO nisan u validator dodava logiku zabrane statusa otkazano prema flagu u envu jer ako je u api/.env odvojeni paket mu nemoze pristupit a dodavat env u validator zbog ovoga mi se parilo nepotrebno na FE ce svakako bit flag prema kojem cemo (ne)prikazivat u izborniku opciju OTKAZANO,394,False,False,True,False,True,False,,0,"# Description

dodan status otkazano u event status i ažuriran validator da je razlog odbijanja obavezan i kad je status OTKAZANO
nisan u validator dodava logiku zabrane statusa otkazano prema flagu u envu jer ako je u api/.env odvojeni paket mu nemoze pristupit a dodavat env u validator zbog ovoga mi se parilo nepotrebno
na FE ce svakako bit flag prema kojem cemo (ne)prikazivat u izborniku opciju OTKAZANO",68,55,80.88235294117648,0,5611.299999999999,18627.1,5820.0,12808.933333333334
554,2914055260,2025-10-14T15:07:52Z,2025-10-16T07:04:47Z,2025-10-16T07:04:47Z,2025-10-16T07:04:49Z,2025-10-14T15:14:52Z,2025-10-14T15:07:52+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],9,24,1,2,33,0,0,3,3,0,0,0,2025-10-15T09:38:38+00:00,2025-10-15T09:38:38+00:00,5,BE: Excel update,16,TypeScript,promjene na excelici: - maknuto polje meniji - kontakt osobe na terenu -> kuhinja primjetia san da ne koristimo locationDescription u excelici pa san maka i to updateani excel template: [template.xlsx](https://github.com/user-attachments/files/22907776/template.xlsx),267,False,False,False,True,True,False,,0,"# Description

promjene na excelici:
- maknuto polje meniji
- kontakt osobe na terenu -> kuhinja

primjetia san da ne koristimo locationDescription u excelici pa san maka i to

updateani excel template:
[template.xlsx](https://github.com/user-attachments/files/22907776/template.xlsx)",38,7,18.421052631578945,0,1110.7666666666664,1110.7666666666664,0.0,2396.916666666667
555,2915938736,2025-10-15T06:15:55Z,2025-10-15T06:23:23Z,2025-10-15T06:23:23Z,2025-10-15T06:23:24Z,,2025-10-15T06:15:55+00:00,[user_2],2,[user_2],0,,8,6,1,1,14,0,0,0,0,0,0,0,,,0,Quickfix: Product type migration,32,TypeScript,,0,True,False,False,False,True,False,TASK_ID,0,,0,0,0.0,0,,,0.0,7.466666666666664
556,2916074312,2025-10-15T07:06:56Z,2025-10-15T10:38:43Z,2025-10-15T10:38:43Z,2025-10-15T10:38:45Z,,2025-10-15T07:06:56+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],4,4,1,2,8,0,1,1,1,0,0,0,2025-10-15T09:55:47+00:00,2025-10-15T09:55:47+00:00,5,FE: Update event form labels,28,TypeScript,"promjenjene labele u event formi: - “Opis događaja” -> “Opis događaja / narudžbe” - “Opis narudžbe” -> “Napomene” - sakriveno polje “Procijenjena vrijednost narudžbe""",166,False,False,True,False,False,True,,0,"# Description

promjenjene labele u event formi:
- “Opis događaja” -> “Opis događaja / narudžbe”
- “Opis narudžbe” -> “Napomene”
- sakriveno polje “Procijenjena vrijednost narudžbe""",18,18,100.0,0,168.85,168.85,0.0,211.78333333333336
557,2916899037,2025-10-15T11:20:31Z,2025-10-16T20:25:10Z,2025-10-16T20:25:10Z,2025-10-16T20:25:12Z,,2025-10-15T11:20:31+00:00,[user_3],3,[user_3],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],132,38,7,4,170,2,4,5,2,3,0,0,2025-10-15T11:28:54+00:00,2025-10-15T11:57:22+00:00,5,14205346 FE: Interni status,27,TypeScript,"Dodano polje ""Dodijeljeno"" u formi događaja. Napravljene su sljedeće izmjene: - Dodan padajući izbornik ""Dodijeljeno"" u formi događaja sa opcijama enuma InternalStatus - Dodane potrebne mape/konstante za InternalStatus - Maknuto zakucavanje na Nepoznato na BE - Dodano filtriranje za polje ""Dodijeljeno"" - Prilagođen kod za filtriranje",335,False,False,True,False,False,True,,0,"# Description

Dodano polje ""Dodijeljeno"" u formi događaja. Napravljene su sljedeće izmjene:
- Dodan padajući izbornik ""Dodijeljeno"" u formi događaja sa opcijama enuma InternalStatus
- Dodane potrebne mape/konstante za InternalStatus
- Maknuto zakucavanje na Nepoznato na BE
- Dodano filtriranje za polje ""Dodijeljeno""
- Prilagođen kod za filtriranje",42,40,95.23809523809524,0,8.383333333333331,36.85,0.0,1984.65
558,2917117119,2025-10-15T12:31:05Z,2025-10-16T20:45:47Z,2025-10-16T20:45:47Z,2025-10-16T20:45:48Z,,2025-10-15T12:31:05+00:00,[user_3],3,[user_3],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],148,27,7,2,175,0,3,5,2,3,0,0,2025-10-16T08:03:04+00:00,2025-10-16T08:03:04+00:00,5,"14211846 FE: Dodavanje polja ""grupe""",36,TypeScript,"Dodano je novo polje ""Grupa"" tj. ""Vrsta"" (nisam skužia imenovanje pa lako promijenim). Napravljene su sljedeće izmjene: - Dodano novo polje u formi - Maknuta hardkodirana vrijednost - Dodana Badge komponenta za boje u tablici - Dodan filter za novo polje - Refaktoran kod za filtere",282,False,False,True,False,False,True,,0,"# Description

Dodano je novo polje ""Grupa"" tj. ""Vrsta"" (nisam skužia imenovanje pa lako promijenim). Napravljene su sljedeće izmjene:
- Dodano novo polje u formi
- Maknuta hardkodirana vrijednost
- Dodana Badge komponenta za boje u tablici
- Dodan filter za novo polje
- Refaktoran kod za filtere",41,39,95.1219512195122,0,1171.9833333333331,1171.9833333333331,0.0,1934.7
559,2919925089,2025-10-16T09:16:51Z,2025-10-16T13:58:32Z,2025-10-16T13:58:32Z,2025-10-16T13:58:34Z,2025-10-16T09:29:09Z,2025-10-16T09:16:51+00:00,[user_2],2,[user_2],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],162,54,15,6,216,0,2,3,1,2,0,0,2025-10-16T12:06:07+00:00,2025-10-16T12:34:27+00:00,5,14216265 BE: Klijent,20,TypeScript,"prosirivanje user modela jer cemo dodavat i klijente kao korisnike promjene u schemi: - dodan enum UserType - dodano obavezno polje “type” vrijednosti enuma UserType - dodana opcionalna polja companyName, companyTaxNumber, phone - password je sada opcionalan (klijenti nece imati lozinke) dodana migracijska skripta (svim postojećim korisnicima tip zakucan u EMPLOYEE) ažurirani user tipovi u user.repository dodano u selectovima novo dodana polja ažuriran validator",466,False,True,False,False,True,False,,0,"# Description

prosirivanje user modela jer cemo dodavat i klijente kao korisnike

promjene u schemi:
- dodan enum UserType
- dodano obavezno polje “type” vrijednosti enuma UserType
- dodana opcionalna polja companyName, companyTaxNumber, phone
- password je sada opcionalan (klijenti nece imati lozinke)

dodana migracijska skripta (svim postojećim korisnicima tip zakucan u EMPLOYEE)
ažurirani user tipovi
u user.repository dodano u selectovima novo dodana polja
ažuriran validator",61,55,90.1639344262295,0,169.26666666666668,197.6,0.0,281.68333333333334
560,2920121098,2025-10-16T10:23:33Z,2025-10-20T12:25:45Z,2025-10-20T12:25:45Z,2025-10-20T12:25:47Z,2025-10-16T14:04:37Z,2025-10-16T10:23:33+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],313,142,35,23,455,1,3,3,2,1,0,0,2025-10-17T09:46:53+00:00,2025-10-17T09:46:53+00:00,6,14216375 FS: Zaposlenici,24,TypeScript,odvajanje zaposlenika i klijenata: - prosiren postojeci getAll endpoint sa query parametrom “type” - proširen useFetchUsers tako da prima tip i dodaje ga kao query parametar ako je tip priložen - na stranici korisnici dohvaćamo korisnike tipa EMPLOYEE preimenovano: - ruta /users → /employees - page Users → Employees - useUserForm → useEmployeeForm - page UserCreate → EmployeeCreate - page UserEdit → EmployeeEdit - komponenta UserForm → EmployeeForm dodana migracijska skripta za prebacivanje entityType polja iz Change i Notification tablica iz USER u EMPLOYEE ažurirane promjene i notifikacije,598,False,True,False,False,True,True,,0,"# Description

odvajanje zaposlenika i klijenata:
- prosiren postojeci getAll endpoint sa query parametrom “type”
- proširen useFetchUsers tako da prima tip i dodaje ga kao query parametar ako je tip priložen
- na stranici korisnici dohvaćamo korisnike tipa EMPLOYEE

preimenovano:
- ruta /users → /employees
- page Users → Employees
- useUserForm → useEmployeeForm
- page UserCreate → EmployeeCreate
- page UserEdit → EmployeeEdit
- komponenta UserForm → EmployeeForm

dodana migracijska skripta za prebacivanje entityType polja iz Change i Notification tablica iz USER u EMPLOYEE
ažurirane promjene i notifikacije",73,61,83.56164383561644,0,1403.3333333333333,1403.3333333333333,2880.0,3002.2
561,2920792259,2025-10-16T13:53:58Z,2025-10-17T09:59:53Z,2025-10-17T09:59:52Z,2025-10-17T09:59:54Z,,2025-10-16T13:53:58+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],1,1,1,1,2,0,0,2,2,0,0,0,2025-10-17T09:50:34+00:00,2025-10-17T09:50:34+00:00,5,BE: Excel font,14,TypeScript,za sve celije stavljen font Arial velicine 10,45,False,False,True,False,True,False,,0,"# Description

za sve celije stavljen font Arial velicine 10",8,1,12.5,0,1196.6,1196.6,0.0,1205.9
562,2922172443,2025-10-16T21:19:40Z,2025-10-17T11:05:04Z,2025-10-17T11:05:04Z,2025-10-17T11:05:06Z,,2025-10-16T21:19:40+00:00,[user_3],3,[user_3],5,[user_2]|[user_4]|[user]|[user_6]|[user_7],11,1,1,1,12,0,0,2,2,0,0,0,2025-10-17T08:50:53+00:00,2025-10-17T08:50:53+00:00,5,14223154 FE: označavanje događaja poslanog na obradu,52,TypeScript,"Dodan novi stupac ""Dodijeljeno"" u tablici događaja",50,False,False,True,False,False,True,,1,"# Description

Dodan novi stupac ""Dodijeljeno"" u tablici događaja",7,7,100.0,5,691.2166666666667,691.2166666666667,0.0,825.4
563,2923992281,2025-10-17T11:04:03Z,2025-10-21T12:46:01Z,2025-10-21T12:46:01Z,2025-10-21T12:46:03Z,,2025-10-17T11:04:03+00:00,[user_3],3,[user_3],5,[user_2]|[user_4]|[user]|[user_6]|[user_7],41,14,1,2,55,2,0,3,2,1,0,0,2025-10-18T09:42:35+00:00,2025-10-20T07:13:02+00:00,5,"14188971 FE: Optional polje ""Opis lokacije""",43,TypeScript,"Dodan je checkbox ""Prikaži opis lokacije"". Kad je checkiran otvori se polje opis lokacije i u formi i u readOnly modu. Prilagođen css preko klasa da checkbox izgleda pristojno. Dodan novi state hook koji prati checkbox i na temelju njega prikazuje textarea za opis lokacije.",274,False,False,True,False,False,True,,0,"# Description

Dodan je checkbox ""Prikaži opis lokacije"". Kad je checkiran otvori se polje opis lokacije i u formi i u readOnly modu. Prilagođen css preko klasa da checkbox izgleda pristojno. Dodan novi state hook koji prati checkbox i na temelju njega prikazuje textarea za opis lokacije.",45,42,93.33333333333331,0,1358.5333333333333,4088.9833333333336,2880.0,2981.9666666666662
564,2924066943,2025-10-17T11:25:23Z,2025-10-18T15:09:59Z,2025-10-18T15:09:59Z,2025-10-18T15:10:00Z,,2025-10-17T11:25:23+00:00,[user_3],3,[user_3],5,[user_2]|[user_4]|[user]|[user_6]|[user_7],2,2,1,1,4,0,0,1,1,0,0,0,2025-10-18T09:43:11+00:00,2025-10-18T09:43:11+00:00,5,14041354 FE: No toast on user update,36,TypeScript,"Maka sam context.toastId, mislim da smo ga prije koristili za uklanjanje toasta pa zaboravili maknit",100,True,False,False,False,False,True,,0,"# Description

Maka sam context.toastId, mislim da smo ga prije koristili za uklanjanje toasta pa zaboravili maknit",16,5,31.25,0,1337.8,1337.8,1004.6,660.0
565,2924255216,2025-10-17T12:17:23Z,2025-10-21T12:11:06Z,2025-10-21T12:11:05Z,2025-10-21T12:11:07Z,,2025-10-17T12:17:23+00:00,[user_3],3,[user_3],5,[user_2]|[user_4]|[user]|[user_6]|[user_7],15,0,1,2,15,1,0,3,2,1,0,0,2025-10-18T09:43:43+00:00,2025-10-20T07:08:09+00:00,5,14279698 FE: Internal status notification map,45,TypeScript,"Dodano mapiranje ""internalStatus"" polja u processedHistory funkciji.",68,True,False,False,False,False,True,,0,"# Description

Dodano mapiranje ""internalStatus"" polja u processedHistory funkciji.",7,1,14.285714285714285,0,1286.3333333333337,4010.766666666667,2880.0,2873.7000000000003
566,2928891319,2025-10-20T07:34:10Z,2025-10-21T14:39:43Z,2025-10-21T14:39:43Z,2025-10-21T14:39:46Z,,2025-10-20T07:34:10+00:00,[user_3],3,[user_3],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],350,77,13,6,427,2,6,9,4,5,0,0,2025-10-20T07:35:02+00:00,2025-10-20T08:02:20+00:00,5,14268042 FS: notifications filter,33,TypeScript,"Dodano je filtriranje notifikacija tako da je kreirana postavka ""Samo sistemske notifikacija"" koja je uključena po defaultu. Originalno sam napravia da se filtrira dropdown, notifications page, i ne pokazuje toast ako su u pitanju sistemske notifikacije međutim poslije sam došao do informacije da filtriramo samo na page-u pa sam ostavio samo na page-u. Napravljene su sljedeće promjene: - Dodana NotificationsFilter komponenta po uzoru na ostale filter komponente - Prilagođeno filtriranje notifikacija tako da s FE šaljemo ""systemOnly"" param - Dodano BE filtriranje pomoću ""systemOnly"" parama - U badge-u u notifikacijama dodan broj sistemskih notifikacija - U dropdownu i dalje vidimo zadnjih 5 notifikacija bez obzira na pošiljatelja",738,False,False,True,False,True,True,,0,"# Description

Dodano je filtriranje notifikacija tako da je kreirana postavka ""Samo sistemske notifikacija"" koja je uključena po defaultu. Originalno sam napravia da se filtrira dropdown, notifications page, i ne pokazuje toast ako su u pitanju sistemske notifikacije međutim poslije sam došao do informacije da filtriramo samo na page-u pa sam ostavio samo na page-u. Napravljene su sljedeće promjene:
- Dodana NotificationsFilter komponenta po uzoru na ostale filter komponente
- Prilagođeno filtriranje notifikacija tako da s FE šaljemo ""systemOnly"" param
- Dodano BE filtriranje pomoću ""systemOnly"" parama
- U badge-u u notifikacijama dodan broj sistemskih notifikacija
- U dropdownu i dalje vidimo zadnjih 5 notifikacija bez obzira na pošiljatelja",105,94,89.52380952380953,0,0.866666666666664,28.166666666666664,0.0,1865.55
567,2929191226,2025-10-20T09:30:23Z,2025-10-28T10:22:26Z,2025-10-28T10:22:26Z,2025-10-28T10:22:28Z,2025-10-22T11:19:03Z,2025-10-20T09:30:23+00:00,[user_2],2,[user_2],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],1059,478,40,53,1537,0,31,14,1,13,0,0,2025-10-22T11:24:56+00:00,2025-10-25T15:50:04+00:00,8,14216549 FS: Migracija client podataka,38,TypeScript,"promjene strukture: - client polja iz event tablice prebacena u User tablicu - dodana relacija Client u Event tablicu umjesto svih client polja - lozinka i email opcionalni u User tablici (klijenti nece imati lozinke a dosada ni email klijenta nije bia obavezan kad bi se upisiva u eventu) dodana migracijska skripta: - migrirani client podaci iz eventa u svoju user tablicu na nacin da se kreiraju klijenti u User tablici - izbjegavamo duplikate po emailu, ako su dva eventa imali clientEmail isti kreirace se jedan klijent i oba eventa pridruziti njegov clientId - migrirane event promjene tako da client polja se prebace u zasebne promjene klijenta mapiranje imena klijenta u event promjenama (potrebno za slucaj kada se eventu promjeni clientId pa da se dohvati taj klijent i ispise njegovo ime a ne ID, isto ko sta smo radili za service) updateani tipovi flow kreiranja eventa (triba smislit bolji nacin i najvjerojatnije odvojit klijent i event formu): - kreiranjem eventa se poziva upsert klijenta(ako je popunjen klijentov email u event formi provjeravamo da li vec postoji da ne radimo duplikate, ako postoji koristimo njega, ako ne postoji kreiramo novog klijenta) - prilikom promjene eventa mozemo klijentove podatke mijenjati, gledamo email kao identifikator - ako kroz event formu mijenjamo podatke klijenta sa emailom npr: [ivo@unist.hr](mailto:ivo@unist.hr) azurirat cemo tog klijenta i na svim ostalim eventovima gdje je taj klijent - kada prebacimo klijentov email u event formi iz npr: [ivo@unist.hr](mailto:ivo@unist.hr) u [maja@unist.hr](mailto:maja@unist.hr) ako postoji dohvacamo vec postojeceg klijenta, ako ne postoji kreiramo novog sa tim mailom (ne updateamo [ivo@unist.hr](mailto:ivo@unist.hr)) - ako mijenjamo kroz event formu klijenta bez emaila updateamo tocno njega (ne kreiramo novog) updateani raw queriji kako je u formi puno ime klijenta a u tablici imamo odvojeno ime i prezime spaja sam ime i prezime (nebi bilo lose u formi odvojit ime i prezime) u event formi je bia problem sa klijent poljima jer su atributi objekta pa san poravna to samo za formu da se koristi ko da su polja samog eventa pa se na submit salje u pravilnom obliku updateani validatori tldr: opci kaos, treba bolje smislit sta i kako sa klijentom u event formi, ovako imamo prakticki 2 forme u jednoj a svaka radi zasebnu stvar",2334,False,True,False,False,True,True,,0,"# Description

promjene strukture:
- client polja iz event tablice prebacena u User tablicu
- dodana relacija Client u Event tablicu umjesto svih client polja
- lozinka i email opcionalni u User tablici (klijenti nece imati lozinke a dosada ni email klijenta nije bia obavezan kad bi se upisiva u eventu)

dodana migracijska skripta: 
- migrirani client podaci iz eventa u svoju user tablicu na nacin da se kreiraju klijenti u User tablici 
- izbjegavamo duplikate po emailu, ako su dva eventa imali clientEmail isti kreirace se jedan klijent i oba eventa pridruziti njegov clientId
- migrirane event promjene tako da client polja se prebace u zasebne promjene klijenta

mapiranje imena klijenta u event promjenama (potrebno za slucaj kada se eventu promjeni clientId pa da se dohvati taj klijent i ispise njegovo ime a ne ID, isto ko sta smo radili za service)

updateani tipovi

flow kreiranja eventa (triba smislit bolji nacin i najvjerojatnije odvojit klijent i event formu):
- kreiranjem eventa se poziva upsert klijenta(ako je popunjen klijentov email u event formi provjeravamo da li vec postoji da ne radimo duplikate, ako postoji koristimo njega, ako ne postoji kreiramo novog klijenta)
- prilikom promjene eventa mozemo klijentove podatke mijenjati, gledamo email kao identifikator
- ako kroz event formu mijenjamo podatke klijenta sa emailom npr: [ivo@unist.hr](mailto:ivo@unist.hr) azurirat cemo tog klijenta i na svim ostalim eventovima gdje je taj klijent
- kada prebacimo klijentov email u event formi iz npr: [ivo@unist.hr](mailto:ivo@unist.hr) u [maja@unist.hr](mailto:maja@unist.hr) ako postoji dohvacamo vec postojeceg klijenta, ako ne postoji kreiramo novog sa tim mailom (ne updateamo [ivo@unist.hr](mailto:ivo@unist.hr))
- ako mijenjamo kroz event formu klijenta bez emaila updateamo tocno njega (ne kreiramo novog)

updateani raw queriji

kako je u formi puno ime klijenta a u tablici imamo odvojeno ime i prezime spaja sam ime i prezime (nebi bilo lose u formi odvojit ime i prezime)

u event formi je bia problem sa klijent poljima jer su atributi objekta pa san poravna to samo za formu da se koristi ko da su polja samog eventa pa se na submit salje u pravilnom obliku

updateani validatori

tldr: opci kaos, treba bolje smislit sta i kako sa klijentom u event formi, ovako imamo prakticki 2 forme u jednoj a svaka radi zasebnu stvar",383,67,17.4934725848564,0,2994.5499999999997,7579.683333333334,2940.0,8632.050000000001
568,2929953142,2025-10-20T14:01:43Z,2025-10-24T15:21:16Z,2025-10-24T15:21:16Z,2025-10-24T15:21:18Z,2025-10-21T13:48:31Z,2025-10-20T14:01:43+00:00,[user_3],3,[user_3],5,[user_2]|[user_4]|[user]|[user_6]|[user_7],361,16,15,11,377,0,2,1,1,0,0,0,2025-10-22T08:14:04+00:00,2025-10-22T08:14:04+00:00,5,14216309 FE: Izmjena lozinke,28,TypeScript,"Napravljena je nova, neovisna i generička forma za izmjenu lozinke. ID i lozinka se šalju na postojeći PATCH endpoint. Napravljene su sljedeće izmjene: - Maknuta polja lozinke na editu - Ažuriran FormUserType i user forma da je pogodna za kreiranje i uređivanje zaposlenika - Dodana zasebna validacija za restart lozinke - Dodana nova stavka u dropdown zaposlenika i pokraj gumba ""Uredi"" na pregledu zaposlenika - Dodana change-password podruta /dashboard ruti",460,False,False,True,False,False,True,,3,"# Description

Napravljena je nova, neovisna i generička forma za izmjenu lozinke. ID i lozinka se šalju na postojeći PATCH endpoint. Napravljene su sljedeće izmjene:
- Maknuta polja lozinke na editu
- Ažuriran FormUserType i user forma da je pogodna za kreiranje i uređivanje zaposlenika
- Dodana zasebna validacija za restart lozinke
- Dodana nova stavka u dropdown zaposlenika i pokraj gumba ""Uredi"" na pregledu zaposlenika
- Dodana change-password podruta /dashboard ruti",66,62,93.93939393939394,0,2532.35,2532.35,0.0,5839.55
569,2930134539,2025-10-20T14:55:53Z,2025-10-30T15:14:33Z,2025-10-30T15:14:33Z,2025-10-30T15:14:36Z,,2025-10-20T14:55:53+00:00,[user_7],7,[user_7],1,[user],23,0,4,3,23,0,3,4,1,3,0,0,2025-10-20T20:18:17+00:00,2025-10-20T20:18:27+00:00,1,13966236-fe-google-analytics,28,TypeScript,"Dodan i inicializiran react-ga4 paket, kreiran i aktiviran custom hook za automatsko pracenje svih promjena ruta u aplikaciji",125,False,True,False,False,False,True,,0,"# Description

Dodan i inicializiran react-ga4 paket, kreiran i aktiviran custom hook za automatsko pracenje svih promjena ruta u aplikaciji",19,4,21.052631578947366,0,322.4,322.56666666666666,2940.0,11478.666666666666
570,2933783205,2025-10-21T15:07:35Z,2025-10-21T15:16:12Z,2025-10-21T15:16:11Z,2025-10-22T10:44:08Z,,2025-10-21T15:07:35+00:00,[user_3],3,[user_3],1,[user],1,1,1,1,2,0,0,0,0,0,0,0,,,1,14301595 FE: Meni narudžbe i procijenjena vrijednost narudžbe,61,TypeScript,Skriveno polje za meni narudžbe (procijenjena vrijednost je već bila skrivena),78,False,False,False,True,False,True,,0,"# Description

Skriveno polje za meni narudžbe (procijenjena vrijednost je već bila skrivena)",11,11,100.0,6,,,0.0,8.599999999999998
571,2936736720,2025-10-22T11:01:06Z,2025-10-29T13:14:14Z,2025-10-29T13:14:14Z,2025-10-29T13:14:15Z,,2025-10-22T11:01:06+00:00,[user_3],3,[user_3],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],1136,22,25,16,1158,4,16,8,1,7,0,0,2025-10-23T07:35:21+00:00,2025-10-29T12:38:39+00:00,7,14216383 FE: Klijent,20,TypeScript,"Dodana je nova stranica ""Klijenti"" koja se nalazi uz postojeći stranicu ""Zaposlenici"" u postavakama. Cijela funkcionalnost se temelji na postojećoj ""Zaposlenici"" formi, rutama, logici itd... razlika je samo u podacima koje šaljemo/primamo. Napravljene su sljedeće izmjene: - Kreirane nove rute /clients, /client-create, /client-edit, /client - Kreirane ClientsLayout, ClientsPage, ClientCreate, ClientEdit komponente koje rade samo s UserType.CLIENT - Kreirana ClientForm forma koja radi samo sa sljedećim podacima: ime, prezime, tvrtka, porezni broj tvrtke, email i kontakt broj i na kreiranju i na uređivanju - Dodan useClientForm - Prilagođeni tipovi i kreiranje inicijalnih vrijednosti client forme",702,False,False,True,False,False,True,,2,"# Description

Dodana je nova stranica ""Klijenti"" koja se nalazi uz postojeći stranicu ""Zaposlenici"" u postavakama. Cijela funkcionalnost se temelji na postojećoj ""Zaposlenici"" formi, rutama, logici itd... razlika je samo u podacima koje šaljemo/primamo.

Napravljene su sljedeće izmjene:
- Kreirane nove rute /clients, /client-create, /client-edit, /client
- Kreirane ClientsLayout, ClientsPage, ClientCreate, ClientEdit komponente koje rade samo s UserType.CLIENT
- Kreirana ClientForm forma koja radi samo sa sljedećim podacima: ime, prezime, tvrtka, porezni broj tvrtke, email i kontakt broj i na kreiranju i na uređivanju
- Dodan useClientForm
- Prilagođeni tipovi i kreiranje inicijalnih vrijednosti client forme",93,87,93.5483870967742,0,1234.25,10177.55,2940.0,7273.133333333334
572,2939503916,2025-10-23T07:58:38Z,2025-10-25T08:38:56Z,2025-10-25T08:38:56Z,2025-10-25T08:38:58Z,,2025-10-23T07:58:38+00:00,[user_3],3,[user_3],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],196,119,11,8,315,0,7,3,1,2,0,0,2025-10-23T08:28:36+00:00,2025-10-24T16:48:09+00:00,6,14301052 FS: način isporuke dropdown,36,TypeScript,"Dodan je novi dropdown ""Način isporuke"" po uzoru na ostale dropdowne u formi. Napravljene su sljedeće izmjene: - Dodana migracijska skripta za migraciju postojećih podataka za način isporuke - Dodan enum i mapa za deliveryMethod - Dodana polja deliveryMethod i deliveryMethodOther u schemu, tipove, formu, validacije... - Popravljen kod za generiranje metadata u google kalendaru - Dodana mapa u processedHistory funckiju da bi se promjene prikazivale ispravno",460,False,False,True,False,True,True,,1,"# Description

Dodan je novi dropdown ""Način isporuke"" po uzoru na ostale dropdowne u formi. Napravljene su sljedeće izmjene:
- Dodana migracijska skripta za migraciju postojećih podataka za način isporuke
- Dodan enum i mapa za deliveryMethod
- Dodana polja deliveryMethod i deliveryMethodOther u schemu, tipove, formu, validacije...
- Popravljen kod za generiranje metadata u google kalendaru
- Dodana mapa u processedHistory funckiju da bi se promjene prikazivale ispravno",62,59,95.16129032258064,3,29.966666666666665,1969.5166666666669,580.3000000000001,2340.0
573,2940261248,2025-10-23T12:19:44Z,2025-10-24T11:06:30Z,2025-10-24T11:06:30Z,2025-10-24T11:06:32Z,,2025-10-23T12:19:44+00:00,[user_2],2,[user_2],5,[user_4]|[user]|[user_6]|[user_7]|[user_3],3,1,1,2,4,0,0,1,1,0,0,0,2025-10-24T11:06:03+00:00,2025-10-24T11:06:03+00:00,5,14365826 BE (Bug): Internal status migracija,44,TypeScript,"popravak internal status migracije greska je bila sta se doda internal status stupac odma sa not null constraintom, a u bazi vec ima podataka pa padne jer ga defaulta na null fix: dodat stupac bez constrainta -> migrirat podatke -> stavit constraint",249,True,False,False,False,True,False,,0,"# Description

popravak internal status migracije
greska je bila sta se doda internal status stupac odma sa not null constraintom, a u bazi vec ima podataka pa padne jer ga defaulta na null
fix: dodat stupac bez constrainta -> migrirat podatke -> stavit constraint",40,5,12.5,0,1366.3166666666666,1366.3166666666666,0.0,1366.7666666666669
