Colony.label,Crop,Province,Location,Site.type,Time.point,Date,Total.bees.in.sample (based on weight),Total.mites (counts by alcohol wash),Percent.mites,Mean.temp.3wks,Total.precip.3wks,Day.Average.Wind.Spd.kmph,Night.Average.Wind.Spd.kmph
HBB03e3,Highbush blueberry,British Columbia,British Columbia,e,t1,43948,259.0445269,16,6.176544315,10.55808081,1.023863636,6.872661565,7.941329657
HBB03e4,Highbush blueberry,British Columbia,British Columbia,e,t1,43948,203.7684538,2,0.981506196,10.55808081,1.023863636,6.872661565,7.941329657
HBB03u1,Highbush blueberry,British Columbia,British Columbia,u,t1,43948,354.189044,1,0.282335102,10.55808081,1.023863636,6.872661565,7.941329657
HBB03u2,Highbush blueberry,British Columbia,British Columbia,u,t1,43948,310.9221128,0,0,10.55808081,1.023863636,6.872661565,7.941329657
HBB03u3,Highbush blueberry,British Columbia,British Columbia,u,t1,43948,285.0620567,0,0,10.55808081,1.023863636,6.872661565,7.941329657
HBB03u4,Highbush blueberry,British Columbia,British Columbia,u,t1,43948,223.4333628,0,0,10.55808081,1.023863636,6.872661565,7.941329657
HBB04e1,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,302.7576854,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB04e2,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,228.1957929,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB04e3,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,248.0088496,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB04e4,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,267.1626984,1,0.37430375,10.91363636,0.777272727,4.883928571,8.867559524
HBB04u1,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,311.443662,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB04u2,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,248.9182692,1,0.401738291,10.91363636,0.777272727,4.883928571,8.867559524
HBB04u3,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,266.7901235,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB04u4,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,262.8774423,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB05e1,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,337.6363636,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB05e2,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,256.6757493,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB05e3,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,298.0145867,1,0.335554045,10.91363636,0.777272727,4.883928571,8.867559524
HBB05e4,Highbush blueberry,British Columbia,British Columbia,e,t1,43949,284.3451865,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB05u1,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,303.7852113,1,0.329179948,10.91363636,0.777272727,4.883928571,8.867559524
HBB05u2,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,229.1361043,0,0,10.91363636,0.777272727,4.883928571,8.867559524
HBB05u3,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,208.172043,1,0.480371901,10.91363636,0.777272727,4.883928571,8.867559524
HBB05u4,Highbush blueberry,British Columbia,British Columbia,u,t1,43949,241.0138249,10,4.149139579,10.91363636,0.777272727,4.883928571,8.867559524
HBB01e1,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,268.4608541,2,0.744987572,12.30744681,1.68034188,8.17439059,8.600747705
HBB01e2,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,230.9760132,1,0.432945389,12.30744681,1.68034188,8.17439059,8.600747705
HBB01e3,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,240.2192982,1,0.416286288,12.30744681,1.68034188,8.17439059,8.600747705
HBB01e4,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,232.6645265,2,0.859606761,12.30744681,1.68034188,8.17439059,8.600747705
HBB01u1,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,228.6139456,1,0.437418635,12.30744681,1.68034188,8.17439059,8.600747705
HBB01u2,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,192.0209287,1,0.520776567,12.30744681,1.68034188,8.17439059,8.600747705
HBB01u3,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,263.514719,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB01u4,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,221.4343928,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB02e1,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,281.9548872,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB02e2,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,218.5490877,1,0.457563109,12.30744681,1.68034188,8.17439059,8.600747705
HBB02e3,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,229.6013571,1,0.435537495,12.30744681,1.68034188,8.17439059,8.600747705
HBB02e4,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,259.4314079,13,5.010958428,12.30744681,1.68034188,8.17439059,8.600747705
HBB02u1,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,213.9250814,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB02u2,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,211.3389121,1,0.473173629,12.30744681,1.68034188,8.17439059,8.600747705
HBB02u3,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,265.0596878,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB02u4,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,236.4757709,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB03e1,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,226.4261745,2,0.883290107,12.30744681,1.68034188,8.17439059,8.600747705
HBB03e2,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,215.3261841,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB03e3,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,271.5669014,6,2.209400324,12.30744681,1.68034188,8.17439059,8.600747705
HBB03e4,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,252.6936027,2,0.791472352,12.30744681,1.68034188,8.17439059,8.600747705
HBB03u1,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,231.2098992,4,1.730029732,12.30744681,1.68034188,8.17439059,8.600747705
HBB03u2,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,265.0090416,3,1.132036847,12.30744681,1.68034188,8.17439059,8.600747705
HBB03u3,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,219.6003401,0,0,12.30744681,1.68034188,8.17439059,8.600747705
HBB03u4,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,276.5391791,4,1.446449654,12.30744681,1.68034188,8.17439059,8.600747705
HBB04e1,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,228.9662599,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04e2,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,312.8531073,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04e3,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,214.8119724,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04e4,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,222.3684211,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04u1,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,271.6666667,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04u2,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,262.0188195,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04u3,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,241.0909091,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB04u4,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,251.2679628,1,0.397981497,13.18,1.28030303,6.185586735,10.32749613
HBB05e1,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,361.6602687,1,0.276502587,13.18,1.28030303,6.185586735,10.32749613
HBB05e2,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,191.48,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB05e3,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,223.4375,2,0.895104895,13.18,1.28030303,6.185586735,10.32749613
HBB05e4,Highbush blueberry,British Columbia,British Columbia,e,t2,43962,192.56917,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB05u1,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,220,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB05u2,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,113.672496,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB05u3,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,190.8876669,0,0,13.18,1.28030303,6.185586735,10.32749613
HBB05u4,Highbush blueberry,British Columbia,British Columbia,u,t2,43962,315.1340996,11,3.490577508,13.18,1.28030303,6.185586735,10.32749613
HBB01e1,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,251.0618652,5,1.991541008,14.08429319,2.27972973,8.152565193,9.132027378
HBB01e2,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,255.6725146,3,1.173376029,14.08429319,2.27972973,8.152565193,9.132027378
HBB01e3,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,290.06917,4,1.378981434,14.08429319,2.27972973,8.152565193,9.132027378
HBB01e4,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,235.0884956,1,0.42537173,14.08429319,2.27972973,8.152565193,9.132027378
HBB01u1,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,335.7207207,6,1.787199785,14.08429319,2.27972973,8.152565193,9.132027378
HBB01u2,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,209.6559812,2,0.953943688,14.08429319,2.27972973,8.152565193,9.132027378
HBB01u3,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,296.231376,1,0.337573964,14.08429319,2.27972973,8.152565193,9.132027378
HBB01u4,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,301.1935209,0,0,14.08429319,2.27972973,8.152565193,9.132027378
HBB02e1,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,320.5932203,3,0.935765266,14.08429319,2.27972973,8.152565193,9.132027378
HBB02e2,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,281.5837937,1,0.355134075,14.08429319,2.27972973,8.152565193,9.132027378
HBB02e3,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,339.6150403,0,0,14.08429319,2.27972973,8.152565193,9.132027378
HBB02e4,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,234.1299477,17,7.26092504,14.08429319,2.27972973,8.152565193,9.132027378
HBB02u1,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,287.5748503,0,0,14.08429319,2.27972973,8.152565193,9.132027378
HBB02u2,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,241.7573222,2,0.827275874,14.08429319,2.27972973,8.152565193,9.132027378
HBB02u3,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,186.2745098,0,0,14.08429319,2.27972973,8.152565193,9.132027378
HBB02u4,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,340.3903904,2,0.587560653,14.08429319,2.27972973,8.152565193,9.132027378
HBB03e1,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,283.9429081,1,0.352183475,14.08429319,2.27972973,8.152565193,9.132027378
HBB03e2,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,303.8095238,2,0.65830721,14.08429319,2.27972973,8.152565193,9.132027378
HBB03e3,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,233.5964912,10,4.280886219,14.08429319,2.27972973,8.152565193,9.132027378
HBB03e4,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,234.5248474,6,2.558364312,14.08429319,2.27972973,8.152565193,9.132027378
HBB03u1,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,324.7916667,1,0.307889673,14.08429319,2.27972973,8.152565193,9.132027378
HBB03u2,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,346.1438475,1,0.288897234,14.08429319,2.27972973,8.152565193,9.132027378
HBB03u3,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,369.4984647,2,0.541274238,14.08429319,2.27972973,8.152565193,9.132027378
HBB03u4,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,370.8920188,4,1.078481013,14.08429319,2.27972973,8.152565193,9.132027378
HBB04e1,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,224.5823389,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB04e2,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,276.6441821,1,0.36147516,14.8265625,2.333333333,6.118622449,9.565056022
HBB04e3,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,239.0125847,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB04e4,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,328.422782,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB04u1,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,345.1162791,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB04u2,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,277.739726,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB04u3,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,N/A,N/A,N/A,14.8265625,2.333333333,6.118622449,9.565056022
HBB04u4,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,368.1294326,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB05e1,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,334.8112379,2,0.597351514,14.8265625,2.333333333,6.118622449,9.565056022
HBB05e2,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,N/A,N/A,N/A,14.8265625,2.333333333,6.118622449,9.565056022
HBB05e3,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,N/A,N/A,N/A,14.8265625,2.333333333,6.118622449,9.565056022
HBB05e4,Highbush blueberry,British Columbia,British Columbia,e,t3,43977,261.7424242,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB05u1,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,206.1270802,1,0.485137615,14.8265625,2.333333333,6.118622449,9.565056022
HBB05u2,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,304.2068361,1,0.328723711,14.8265625,2.333333333,6.118622449,9.565056022
HBB05u3,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,306.0034305,0,0,14.8265625,2.333333333,6.118622449,9.565056022
HBB05u4,Highbush blueberry,British Columbia,British Columbia,u,t3,43977,300.7637475,19,6.317250719,14.8265625,2.333333333,6.118622449,9.565056022
CRA04e1,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04e2,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04e3,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04e4,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04u1,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04u2,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04u3,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04u4,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05e1,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05e2,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05e3,Cranberry,Quebec,Quebec,e,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05e4,Cranberry,Quebec,Quebec,e,t1,44004,199.6457308,1,0.500887245,19.04886364,2.580769231,4.893920068,10.63141507
CRA05u1,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05u2,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05u3,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA05u4,Cranberry,Quebec,Quebec,u,t1,44004,N/A,0,0,19.04886364,2.580769231,4.893920068,10.63141507
CRA04e1,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA04e2,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA04e3,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA04e4,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA04u1,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA04u2,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA04u3,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA04u4,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA05e1,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA05e2,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA05e3,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA05e4,Cranberry,Quebec,Quebec,e,t2,44022,N/A,0,0,20.10185185,2.689534884,5.525651927,9.105701754
CRA05u1,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA05u2,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA05u3,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA05u4,Cranberry,Quebec,Quebec,u,t2,44021,N/A,0,0,19.98411215,2.672941176,5.641723356,9.317872807
CRA04e1,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.522321429,9.047916667
CRA04e2,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.522321429,9.047916667
CRA04e3,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.522321429,9.047916667
CRA04e4,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.522321429,9.047916667
CRA04u1,Cranberry,Quebec,Quebec,u,t3,44040,202.7416686,2,0.986477034,21.35873016,4.197402597,5.522321429,9.047916667
CRA04u2,Cranberry,Quebec,Quebec,u,t3,44040,N/A,0,0,21.35873016,4.197402597,5.522321429,9.047916667
CRA04u3,Cranberry,Quebec,Quebec,u,t3,44040,N/A,0,0,21.35873016,4.197402597,5.522321429,9.047916667
CRA04u4,Cranberry,Quebec,Quebec,u,t3,44040,N/A,0,0,21.35873016,4.197402597,5.522321429,9.047916667
CRA05e1,Cranberry,Quebec,Quebec,e,t3,44040,214.5524791,6,2.796518607,21.55873016,3.883333333,5.452380952,9.067708333
CRA05e2,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.452380952,9.067708333
CRA05e3,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.452380952,9.067708333
CRA05e4,Cranberry,Quebec,Quebec,e,t3,44040,N/A,0,0,21.55873016,3.883333333,5.452380952,9.067708333
CRA05u1,Cranberry,Quebec,Quebec,u,t3,44041,N/A,0,0,21.35873016,4.197402597,5.452380952,9.067708333
CRA05u2,Cranberry,Quebec,Quebec,u,t3,44041,230.7919124,3,1.299872239,21.35873016,4.197402597,5.452380952,9.067708333
CRA05u3,Cranberry,Quebec,Quebec,u,t3,44041,N/A,0,0,21.35873016,4.197402597,5.452380952,9.067708333
CRA05u4,Cranberry,Quebec,Quebec,u,t3,44041,N/A,0,0,21.35873016,4.197402597,5.452380952,9.067708333
CAC02e1,Canola oil,Manitoba,Manitoba,e,t1,44006,262.254902,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02e2,Canola oil,Manitoba,Manitoba,e,t1,44006,363.6363636,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02e3,Canola oil,Manitoba,Manitoba,e,t1,44006,383.6842105,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02e4,Canola oil,Manitoba,Manitoba,e,t1,44006,309,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02u1,Canola oil,Manitoba,Manitoba,u,t1,44006,262.8865979,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02u2,Canola oil,Manitoba,Manitoba,u,t1,44006,276.2376238,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02u3,Canola oil,Manitoba,Manitoba,u,t1,44006,320.9183673,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02u4,Canola oil,Manitoba,Manitoba,u,t1,44006,397.8723404,1,0.251336898,17.403125,2.5,10.49107143,15.04872782
CAC03e1,Canola oil,Manitoba,Manitoba,e,t1,44006,322.5663717,1,0.310013717,17.403125,2.5,10.49107143,15.04872782
CAC03e2,Canola oil,Manitoba,Manitoba,e,t1,44006,218.4466019,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03e3,Canola oil,Manitoba,Manitoba,e,t1,44006,369.7115385,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03e4,Canola oil,Manitoba,Manitoba,e,t1,44006,267.5675676,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03u1,Canola oil,Manitoba,Manitoba,u,t1,44006,337.8640777,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03u2,Canola oil,Manitoba,Manitoba,u,t1,44006,293.814433,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03u3,Canola oil,Manitoba,Manitoba,u,t1,44006,379.0322581,0,0,17.403125,2.5,10.49107143,15.04872782
CAC03u4,Canola oil,Manitoba,Manitoba,u,t1,44006,263.2653061,0,0,17.403125,2.5,10.49107143,15.04872782
CAC02e1,Canola oil,Manitoba,Manitoba,e,t2,44028,282.3529412,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02e2,Canola oil,Manitoba,Manitoba,e,t2,44028,171.0280374,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02e3,Canola oil,Manitoba,Manitoba,e,t2,44028,250.5102041,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02e4,Canola oil,Manitoba,Manitoba,e,t2,44028,218.2242991,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02u1,Canola oil,Manitoba,Manitoba,u,t2,44028,314.2857143,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02u2,Canola oil,Manitoba,Manitoba,u,t2,44028,298.019802,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02u3,Canola oil,Manitoba,Manitoba,u,t2,44028,319.1919192,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02u4,Canola oil,Manitoba,Manitoba,u,t2,44028,285.3535354,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03e1,Canola oil,Manitoba,Manitoba,e,t2,44028,210.5769231,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03e2,Canola oil,Manitoba,Manitoba,e,t2,44028,262.9807692,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03e3,Canola oil,Manitoba,Manitoba,e,t2,44028,216.8316832,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03e4,Canola oil,Manitoba,Manitoba,e,t2,44028,248.4536082,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03u1,Canola oil,Manitoba,Manitoba,u,t2,44028,353.5353535,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03u2,Canola oil,Manitoba,Manitoba,u,t2,44028,311.1111111,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03u3,Canola oil,Manitoba,Manitoba,u,t2,44028,373.1578947,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC03u4,Canola oil,Manitoba,Manitoba,u,t2,44028,264.7058824,0,0,22.7030303,2.88030303,9.840088813,12.39660733
CAC02e1,Canola oil,Manitoba,Manitoba,e,t3,44062,231.5789474,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02e2,Canola oil,Manitoba,Manitoba,e,t3,44062,204.9618321,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02e3,Canola oil,Manitoba,Manitoba,e,t3,44062,338.5,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02e4,Canola oil,Manitoba,Manitoba,e,t3,44062,207.1428571,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02u1,Canola oil,Manitoba,Manitoba,u,t3,44062,260.952381,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02u2,Canola oil,Manitoba,Manitoba,u,t3,44062,227.8761062,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02u3,Canola oil,Manitoba,Manitoba,u,t3,44062,209.1304348,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC02u4,Canola oil,Manitoba,Manitoba,u,t3,44062,191.4414414,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03e1,Canola oil,Manitoba,Manitoba,e,t3,44062,266.9565217,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03e2,Canola oil,Manitoba,Manitoba,e,t3,44062,293.75,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03e3,Canola oil,Manitoba,Manitoba,e,t3,44062,274.5192308,3,1.092819615,20.16,1.861538462,8.142998866,11.1971758
CAC03e4,Canola oil,Manitoba,Manitoba,e,t3,44062,211.682243,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03u1,Canola oil,Manitoba,Manitoba,u,t3,44062,177.7227723,1,0.562674095,20.16,1.861538462,8.142998866,11.1971758
CAC03u2,Canola oil,Manitoba,Manitoba,u,t3,44062,257.4074074,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03u3,Canola oil,Manitoba,Manitoba,u,t3,44062,207.3529412,0,0,20.16,1.861538462,8.142998866,11.1971758
CAC03u4,Canola oil,Manitoba,Manitoba,u,t3,44062,282.3809524,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01e1,Soybean,Manitoba,Manitoba,e,t1,44004,321.2264151,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01e2,Soybean,Manitoba,Manitoba,e,t1,44004,400.5319149,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01e3,Soybean,Manitoba,Manitoba,e,t1,44004,310.2941176,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01e4,Soybean,Manitoba,Manitoba,e,t1,44004,305.3921569,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01u1,Soybean,Manitoba,Manitoba,u,t1,44014,385.483871,0,0,17.771875,2.4125,10.8859127,15.63503735
