pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author,merged_by_login,reviewer_count,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,description,task_id,images_count,body,description_word_count,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes,pr_type,position,has_reviewer_[user_2],has_reviewer_[user_4],has_reviewer_[user],has_reviewer_[user_5],has_reviewer_[user_6],has_reviewer_[user_7],has_reviewer_nsitum,reviewer_team_size,reviewer_team_small,reviewer_team_medium,reviewer_team_large,author_is_reviewer
589,2972193150,2025-11-03T10:31:48Z,2025-11-10T09:46:04Z,2025-11-10T09:46:04Z,2025-11-10T09:46:06Z,2025-11-05T07:44:03Z,2025-11-03T10:31:48+00:00,[user_2],[user_2],2,1514,0,1,10,1514,1,0,2,2,0,0,0,2025-11-05T12:56:22+00:00,2025-11-05T12:56:22+00:00,2,14533359 BE: Nacin isporuke migracija,"migrirane usluge poput ""DOSTAVA KOLAČA"" u ""KOLAČI"" i pritom azuriran nacin isporuke povezanih dogadaja prema imenu usluge obrisane usluge ""DOSTAVA"" i ""PREUZIMANJE"" i eventima sa tom vrstom usluge pridruzene pripadajuce usluge kreirane promjene nacina isporuke kod evenata azurirane promjene gdje su se spominjale stare usluge masu je duplog koda, nije najlipse napisano, islo me brze samo copy pasteat al koristit ce se jednom samo pa mislin da je oke",,0,"# Description

migrirane usluge poput ""DOSTAVA KOLAČA"" u ""KOLAČI"" i pritom azuriran nacin isporuke povezanih dogadaja prema imenu usluge
obrisane usluge ""DOSTAVA"" i ""PREUZIMANJE"" i eventima sa tom vrstom usluge pridruzene pripadajuce usluge
kreirane promjene nacina isporuke kod evenata
azurirane promjene gdje su se spominjale stare usluge

masu je duplog koda, nije najlipse napisano, islo me brze samo copy pasteat al koristit ce se jednom samo pa mislin da je oke",69,3024.5666666666666,3024.5666666666666,2880.0,7154.266666666666,refactor,backend,False,False,True,False,False,False,True,2,1,0,0,0
563,2923992281,2025-10-17T11:04:03Z,2025-10-21T12:46:01Z,2025-10-21T12:46:01Z,2025-10-21T12:46:03Z,,2025-10-17T11:04:03+00:00,nsitum,nsitum,5,41,14,1,2,55,2,0,3,2,1,0,0,2025-10-18T09:42:35+00:00,2025-10-20T07:13:02+00:00,5,"14188971 FE: Optional polje ""Opis lokacije""","Dodan je checkbox ""Prikaži opis lokacije"". Kad je checkiran otvori se polje opis lokacije i u formi i u readOnly modu. Prilagođen css preko klasa da checkbox izgleda pristojno. Dodan novi state hook koji prati checkbox i na temelju njega prikazuje textarea za opis lokacije.",,0,"# Description

Dodan je checkbox ""Prikaži opis lokacije"". Kad je checkiran otvori se polje opis lokacije i u formi i u readOnly modu. Prilagođen css preko klasa da checkbox izgleda pristojno. Dodan novi state hook koji prati checkbox i na temelju njega prikazuje textarea za opis lokacije.",45,1358.5333333333333,4088.9833333333336,2880.0,2981.9666666666662,update,frontend,True,True,True,False,True,True,False,5,0,0,1,0
671,3070311278,2025-12-04T08:32:08Z,2025-12-05T10:52:02Z,2025-12-05T10:52:02Z,2025-12-05T10:52:04Z,,2025-12-04T08:32:08+00:00,[user_2],[user_2],3,103,0,7,4,103,0,9,6,1,5,0,0,2025-12-04T17:03:18+00:00,2025-12-05T10:48:29+00:00,3,14831289 BE: Statične porezne tablice,dodana tablica Tax prema tasku dodan Tax module endpoint za dobavit prema kodu: npr. /taxes?code=PDV vracamo samo onaj validni tog koda,,0,"# Description

dodana tablica Tax prema tasku
dodan Tax module
endpoint za dobavit prema kodu: npr. /taxes?code=PDV
vracamo samo onaj validni tog koda",23,511.16666666666663,1576.35,0.0,1579.9,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
521,2863082348,2025-09-26T08:33:34Z,2025-09-26T08:39:08Z,2025-09-26T08:39:08Z,2025-09-26T08:39:16Z,,2025-09-26T08:33:34+00:00,[user_2],[user_2],0,5,6,2,1,11,0,0,0,0,0,0,0,,,1,FE (Bug): delete event,"Initial values nisu imale ID pa nije moglo obrisat/restoreat event, sad se salje ID u initial values al ID maknemo u formi da bude validacija u create modu.",TASK_ID,0,"# Description

Initial values nisu imale ID pa nije moglo obrisat/restoreat event, sad se salje ID u initial values al ID maknemo u formi da bude validacija u create modu.",29,,,0.0,5.566666666666662,fix,frontend,False,False,False,False,False,False,False,0,1,0,0,0
719,3117670647,2025-12-19T13:44:14Z,2025-12-19T21:28:01Z,2025-12-19T21:28:01Z,2025-12-19T21:28:03Z,,2025-12-19T13:44:14+00:00,nsitum,nsitum,2,26,0,1,1,26,0,0,1,1,0,0,0,2025-12-19T15:02:11+00:00,2025-12-19T15:02:11+00:00,2,15373512 UI: Status ponude tooltip,Dodan Tooltip na status ponude.,,1,"# Description

Dodan Tooltip na status ponude.",5,77.94999999999999,77.94999999999999,0.0,463.78333333333336,update,frontend,True,False,True,False,False,False,False,2,1,0,0,0
597,2979809374,2025-11-05T10:13:48Z,2025-11-07T11:41:42Z,2025-11-07T11:41:42Z,2025-11-07T11:41:43Z,2025-11-05T10:39:29Z,2025-11-05T10:13:48+00:00,[user_2],[user_2],3,205,116,10,15,321,0,10,7,1,6,0,0,2025-11-06T17:26:57+00:00,2025-11-07T10:59:07+00:00,2,14619351 BE: Privremena lozinka,generiranje privremene lozinke za klijenta: - dodan generate password endpoint - generirana nasumicna lozinka od 8 znakova - hashiranu spremamo u bazi i stavljamo passwordExpiresAt za 24 sata (kazite ako je puno/malo) - lozinka se salje klijentu na mail (treba dodati prilozeni template u direktorij apps/api/templates i postaviti SMTP podatke u envu sa podacima racuna koji ce slati mailove) - prebacene user metode i pozivi na user tablicu iz session modulea - prilazen template (kazite kako ga prominit/poboljsat): [generate-password.html](https://github.com/user-attachments/files/23357531/generate-password.html) - slika trenutnog basic maila:,,1,"# Description

generiranje privremene lozinke za klijenta:
- dodan generate password endpoint
- generirana nasumicna lozinka od 8 znakova
- hashiranu spremamo u bazi i stavljamo passwordExpiresAt za 24 sata (kazite ako je puno/malo)
- lozinka se salje klijentu na mail (treba dodati prilozeni template u direktorij apps/api/templates i postaviti SMTP podatke u envu sa podacima racuna koji ce slati mailove)
- prebacene user metode i pozivi na user tablicu iz session modulea
- prilazen template (kazite kako ga prominit/poboljsat): 
[generate-password.html](https://github.com/user-attachments/files/23357531/generate-password.html)
- slika trenutnog basic maila:",93,1873.15,2925.3166666666666,0.0,2967.9,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
535,2892955012,2025-10-07T07:34:38Z,2025-10-07T09:21:49Z,2025-10-07T09:21:49Z,2025-10-07T09:21:51Z,,2025-10-07T07:34:38+00:00,[user_2],[user_2],5,1,3,1,1,4,0,0,1,1,0,0,0,2025-10-07T09:17:23+00:00,2025-10-07T09:17:23+00:00,5,14105416 FE (Bug): Prazno trajanje dogadaja,Kad bi eventDuration stavili na prazno bude prazan string i ternarni operator bi na BE posla originalnu vrijednost Napravia san samo da se salje ko i startTime,,0,"# Description

Kad bi eventDuration stavili na prazno bude prazan string i ternarni operator bi na BE posla originalnu vrijednost
Napravia san samo da se salje ko i startTime",27,102.75,102.75,0.0,107.18333333333332,fix,frontend,False,True,True,False,True,True,True,5,0,0,1,0
682,3074676270,2025-12-05T10:21:16Z,2025-12-05T12:50:26Z,2025-12-05T12:50:26Z,2025-12-05T12:50:29Z,,2025-12-05T10:21:16+00:00,nsitum,nsitum,3,43,1,2,2,44,0,1,2,1,1,0,0,2025-12-05T10:21:37+00:00,2025-12-05T12:31:07+00:00,2,15083766 FE: startDate validacija,"Popravljena validacija datuma gdje bi se mogla unijeti bilo koja godina početka događaja (1111, 55555, 202555) itd... - Poboljšan UX tako da je srezan broj znamenki datuma (može se unijeti maksimalno 4 znamenke, nakon toga unos kreće ispočetka kao u većini aplikacija) - Dodan test za najmanju i najveću godinu (okvirno od 1970 do 2100)",,0,"# Description

Popravljena validacija datuma gdje bi se mogla unijeti bilo koja godina početka događaja (1111, 55555, 202555) itd...
- Poboljšan UX tako da je srezan broj znamenki datuma (može se unijeti maksimalno 4 znamenke, nakon toga unos kreće ispočetka kao u većini aplikacija)
- Dodan test za najmanju i najveću godinu (okvirno od 1970 do 2100)",53,0.349999999999998,129.85,0.0,149.16666666666666,fix,frontend,True,False,True,False,False,False,True,3,0,1,0,1
546,2906306479,2025-10-11T09:23:25Z,2025-10-13T10:51:34Z,2025-10-13T10:51:34Z,2025-10-13T10:51:36Z,2025-10-13T07:05:31Z,2025-10-11T09:23:25+00:00,nsitum,nsitum,6,156,66,8,2,222,0,2,2,1,1,0,0,2025-10-13T08:15:36+00:00,2025-10-13T08:15:36+00:00,5,14183448 FE: TableHeader komponenta,- Kreirana TableHeader komponenta koja prima columns. - Kreiran Cell[] tip za columns - Vrijednosti su hardkodirane privremeno (do kreiranja Table komponente),,0,"# Description

- Kreirana TableHeader komponenta koja prima columns.
- Kreiran Cell[] tip za columns
- Vrijednosti su hardkodirane privremeno (do kreiranja Table komponente)",19,2812.1833333333334,2812.1833333333334,2220.0,748.15,refactor,frontend,True,True,True,False,True,True,True,6,0,0,1,1
715,3109741569,2025-12-17T11:59:01Z,2025-12-18T09:15:22Z,2025-12-18T09:15:22Z,2025-12-18T09:15:25Z,,2025-12-17T11:59:01+00:00,[user_2],[user_2],2,5,3,1,2,8,0,1,2,1,1,0,0,2025-12-17T23:53:17+00:00,2025-12-17T23:53:17+00:00,2,15355586 BE: Klijentov pregled dogadaja,bug: kad bi dobavljali dogadaj po IDu kao klijent otislo bi u getByIdForClient u kojen formatiramo event pa bi ga formatirali opet u getById: - sad formatiramo odma u getByIdForClient pa u getById ne formatiramo ako je korisnik klijent - dodano formatiranje i u getForClient metodi,,0,"# Description

bug: kad bi dobavljali dogadaj po IDu kao klijent otislo bi u getByIdForClient u kojen formatiramo event pa bi ga formatirali opet u getById:
- sad formatiramo odma u getByIdForClient pa u getById ne formatiramo ako je korisnik klijent
- dodano formatiranje i u getForClient metodi",44,714.2666666666667,714.2666666666667,0.0,1276.35,fix,backend,False,False,True,False,False,False,True,2,1,0,0,0
531,2883957373,2025-10-03T06:34:31Z,2025-10-06T19:59:43Z,2025-10-06T19:59:43Z,2025-10-06T19:59:45Z,,2025-10-03T06:34:31+00:00,nsitum,nsitum,6,44,17,5,12,61,1,2,2,0,2,0,0,2025-10-03T10:14:09+00:00,,6,13966170 FE: Inventory migration basics,"Zakucani type na PRODUCT i group na INVENTORY. Prilagođeno slanje payloada, initial values, tipovi i validacija",,0,"# Description

Zakucani type na PRODUCT i group na INVENTORY. Prilagođeno slanje payloada, initial values, tipovi i validacija",16,219.63333333333333,,2880.0,2245.2000000000003,update,frontend,True,True,True,True,True,True,False,6,0,0,1,0
564,2924066943,2025-10-17T11:25:23Z,2025-10-18T15:09:59Z,2025-10-18T15:09:59Z,2025-10-18T15:10:00Z,,2025-10-17T11:25:23+00:00,nsitum,nsitum,5,2,2,1,1,4,0,0,1,1,0,0,0,2025-10-18T09:43:11+00:00,2025-10-18T09:43:11+00:00,5,14041354 FE: No toast on user update,"Maka sam context.toastId, mislim da smo ga prije koristili za uklanjanje toasta pa zaboravili maknit",,0,"# Description

Maka sam context.toastId, mislim da smo ga prije koristili za uklanjanje toasta pa zaboravili maknit",16,1337.8,1337.8,1004.6,660.0,fix,frontend,True,True,True,False,True,True,False,5,0,0,1,0
683,3074793458,2025-12-05T11:00:24Z,2025-12-05T12:59:41Z,2025-12-05T12:59:41Z,2025-12-05T12:59:43Z,,2025-12-05T11:00:24+00:00,nsitum,nsitum,2,8,14,3,2,22,0,0,1,1,0,0,0,2025-12-05T12:35:48+00:00,2025-12-05T12:35:48+00:00,2,15075531 FE: isSelf provjera,"Izbrisane isSelf provjere iz Employees i Clients page-eva, bili su tu iz povijesnih razloga (kad je korisnik sam sebi moga prominit sifru a nije bilo odvojenog modala). Nije dio taska, al sam prominia ClientsPage u Clients zbog konzistentnosti.",,0,"# Description

Izbrisane isSelf provjere iz Employees i Clients page-eva, bili su tu iz povijesnih razloga (kad je korisnik sam sebi moga prominit sifru a nije bilo odvojenog modala).
Nije dio taska, al sam prominia ClientsPage u Clients zbog konzistentnosti.",39,95.4,95.4,0.0,119.28333333333336,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
623,3006374667,2025-11-13T10:28:45Z,2025-11-14T11:37:24Z,2025-11-14T11:37:24Z,2025-11-14T11:37:26Z,,2025-11-13T10:28:45+00:00,[user_2],[user_2],2,30,23,9,4,53,0,1,1,1,0,0,0,2025-11-13T14:55:24+00:00,2025-11-13T14:55:24+00:00,2,14762078 BE: Preferences polje,dodano opcionalno string preferences polje u User tablicu azurirani tipovi i validator select preferenci na getById primjetia san neke greske kod tipova pa san pocistia usput migracijska skripta azurirana update metoda u user serviceu tako da korisnici sami sebi mogu updateati preference bez canManageUsers prava,,0,"# Description

dodano opcionalno string preferences polje u User tablicu
azurirani tipovi i validator
select preferenci na getById
primjetia san neke greske kod tipova pa san pocistia usput
migracijska skripta
azurirana update metoda u user serviceu tako da korisnici sami sebi mogu updateati preference bez canManageUsers prava",45,266.65000000000003,266.65000000000003,0.0,1508.65,feature,backend,False,False,True,False,False,False,True,2,1,0,0,0
561,2920792259,2025-10-16T13:53:58Z,2025-10-17T09:59:53Z,2025-10-17T09:59:52Z,2025-10-17T09:59:54Z,,2025-10-16T13:53:58+00:00,[user_2],[user_2],5,1,1,1,1,2,0,0,2,2,0,0,0,2025-10-17T09:50:34+00:00,2025-10-17T09:50:34+00:00,5,BE: Excel font,za sve celije stavljen font Arial velicine 10,,0,"# Description

za sve celije stavljen font Arial velicine 10",8,1196.6,1196.6,0.0,1205.9,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
574,2943527098,2025-10-24T07:56:46Z,2025-10-25T15:38:19Z,2025-10-25T15:38:19Z,2025-10-25T15:38:20Z,,2025-10-24T07:56:46+00:00,[user_2],[user_2],5,52,2,8,1,54,0,0,1,1,0,0,0,2025-10-25T15:36:39+00:00,2025-10-25T15:36:39+00:00,5,14235813 BE: POST ID,"dodan interceptor koji provjerava je li ID prisutan u request body, ako je prisutan baca Bad Request dodano na svim POST endpointovima",,0,"# Description

dodan interceptor koji provjerava je li ID prisutan u request body, ako je prisutan baca Bad Request
dodano na svim POST endpointovima",22,1899.8833333333337,1899.8833333333337,1001.55,900.0,feature,backend,False,True,True,False,True,True,True,5,0,0,1,0
582,2961949725,2025-10-30T07:40:46Z,2025-10-30T08:38:15Z,2025-10-30T08:38:15Z,2025-10-30T08:38:17Z,2025-10-30T07:46:23Z,2025-10-30T07:40:46+00:00,[user_2],[user_2],6,34,14,4,1,48,0,2,3,1,2,0,0,2025-10-30T08:06:33+00:00,2025-10-30T08:15:12+00:00,5,14531432 BE: Client type,u Event tipu je stajalo da je client tipa UserDto ali mi kad dohvacamo event i njegovog povezanog klijenta ne dohvacamo sva polja korisnika jer za klijenta nisu bitna doda san client tipove i na upsertu usera kad saljemo klijenta popunia ove ostale podatke sa createClientInitialValues,,0,"# Description

u Event tipu je stajalo da je client tipa UserDto ali mi kad dohvacamo event i njegovog povezanog klijenta ne dohvacamo sva polja korisnika jer za klijenta nisu bitna
doda san client tipove i na upsertu usera kad saljemo klijenta popunia ove ostale podatke sa createClientInitialValues",46,25.783333333333335,34.43333333333334,0.0,57.483333333333334,fix,backend,True,True,True,False,True,True,True,6,0,0,1,1
553,2913432476,2025-10-14T12:17:58Z,2025-10-27T10:46:54Z,2025-10-27T10:46:54Z,2025-10-27T10:46:56Z,2025-10-27T10:37:14Z,2025-10-14T12:17:58+00:00,[user_2],[user_2],5,10,6,2,25,16,0,1,2,1,1,0,0,2025-10-18T09:49:16+00:00,2025-10-27T10:45:04+00:00,5,14199680 BE: Status otkazano,dodan status otkazano u event status i ažuriran validator da je razlog odbijanja obavezan i kad je status OTKAZANO nisan u validator dodava logiku zabrane statusa otkazano prema flagu u envu jer ako je u api/.env odvojeni paket mu nemoze pristupit a dodavat env u validator zbog ovoga mi se parilo nepotrebno na FE ce svakako bit flag prema kojem cemo (ne)prikazivat u izborniku opciju OTKAZANO,,0,"# Description

dodan status otkazano u event status i ažuriran validator da je razlog odbijanja obavezan i kad je status OTKAZANO
nisan u validator dodava logiku zabrane statusa otkazano prema flagu u envu jer ako je u api/.env odvojeni paket mu nemoze pristupit a dodavat env u validator zbog ovoga mi se parilo nepotrebno
na FE ce svakako bit flag prema kojem cemo (ne)prikazivat u izborniku opciju OTKAZANO",68,5611.299999999999,18627.1,5820.0,12808.933333333334,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
634,3017765046,2025-11-17T14:44:29Z,2025-11-21T09:39:28Z,2025-11-21T09:39:28Z,2025-11-21T09:39:30Z,,2025-11-17T14:44:29+00:00,[user_2],[user_2],2,11,59,10,1,70,0,0,1,1,0,0,0,2025-11-19T20:00:58+00:00,2025-11-19T20:00:58+00:00,2,14807760 BE: Notification forwardRef,obrisani forwardRefovi na notification module tamo di ne triba,,0,"# Description

obrisani forwardRefovi na notification module tamo di ne triba",9,3196.4833333333336,3196.4833333333336,1440.0,4014.9833333333327,refactor,backend,False,False,True,False,False,False,True,2,1,0,0,0
551,2912518570,2025-10-14T07:06:43Z,2025-10-15T05:58:43Z,2025-10-15T05:58:43Z,2025-10-15T05:58:45Z,2025-10-14T07:16:39Z,2025-10-14T07:06:43+00:00,[user_2],[user_2],5,77,49,11,2,126,0,0,3,3,0,0,0,2025-10-14T09:58:48+00:00,2025-10-14T09:58:48+00:00,5,14205339 BE: Interni status,"- sentToProduction -> internalStatus - dodana migracijska skripta (ako je sentToProduction bia TRUE internalStatus mu je ""Proizvodnja"", a ako je false onda ""Prodaja"") - zakucavamo zasad na UNKNOWN (FE PR ce maknit ovo i zapravo slat internalStatus kroz formu) - dodan InternalStatus enum sa nekim privremenim vrijednostima (prave/tocne cemo dobit uskoro) - azuriran validator i Event tipovi",,0,"# Description

- sentToProduction -> internalStatus
- dodana migracijska skripta (ako je sentToProduction bia TRUE internalStatus mu je ""Proizvodnja"", a ako je false onda ""Prodaja"")
- zakucavamo zasad na UNKNOWN (FE PR ce maknit ovo i zapravo slat internalStatus kroz formu)
- dodan InternalStatus enum sa nekim privremenim vrijednostima (prave/tocne cemo dobit uskoro)
- azuriran validator i Event tipovi",52,172.08333333333331,172.08333333333331,0.0,1372.0,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
647,3034010749,2025-11-21T14:42:41Z,2025-11-22T11:44:24Z,2025-11-22T11:44:24Z,2025-11-22T11:44:26Z,,2025-11-21T14:42:41+00:00,[user_2],[user_2],2,30,11,8,2,41,0,0,1,1,0,0,0,2025-11-22T10:43:09+00:00,2025-11-22T10:43:09+00:00,2,14829170 BE: Polje 'Naziv' ponude,"dodano polje ""name"" u Offer tablicu dodana migracijska skripta gdje sve ponude dobijaju defaultno ime prema IDu: npr. ID: efjeu3i90 -> name: EFJ-EU3 usput pociscena logika na offer formi u inicijalne vrijednosti ponuda dodano ime: (prazno), ovo ce se maknit sa FE PR-om, ovo je samo da se s ovim PRom ne skrsi kreiranje novih ponuda dok nemamo jos na FE to polje",,0,"# Description

dodano polje ""name"" u Offer tablicu
dodana migracijska skripta gdje sve ponude dobijaju defaultno ime prema IDu: npr. ID: efjeu3i90 -> name: EFJ-EU3
usput pociscena logika na offer formi
u inicijalne vrijednosti ponuda dodano ime: (prazno), ovo ce se maknit sa FE PR-om, ovo je samo da se s ovim PRom ne skrsi kreiranje novih ponuda dok nemamo jos na FE to polje",64,1200.4666666666667,1200.4666666666667,721.7166666666667,540.0,feature,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
691,3082366529,2025-12-08T16:47:56Z,2025-12-15T13:12:49Z,2025-12-15T13:12:49Z,2025-12-15T13:12:50Z,2025-12-10T14:28:06Z,2025-12-08T16:47:56+00:00,[user_2],[user_2],3,514,614,20,19,1128,5,18,19,1,18,0,0,2025-12-09T20:50:58+00:00,2025-12-15T12:01:46+00:00,3,14831563 FS: Breakdown,"kazite ako triba sta minjat oko dizajna dodan ""breakdown"" cijene ponude na formi: - dodana polja za popust, ukljucenost pdv-a i pp-a - pociscena logika racunanja cijena u mvpOfferContent i newOfferForm komponentama - prikazujemo: osnovicu, cijenu nakon popusta, iznos pdv-a i pp-a, ukupnu cijenu - azurirani tipovi i validatori - migracijske skripte - toggleanjem poreznih checkboxova ih (ne)uracunavamo u ukupnu cijenu - zaboravili smo azurirat konstante i changes helper za nova polja pa san i to odradia usput",,1,"# Description

kazite ako triba sta minjat oko dizajna

dodan ""breakdown"" cijene ponude na formi:
- dodana polja za popust, ukljucenost pdv-a i pp-a
- pociscena logika racunanja cijena u mvpOfferContent i newOfferForm komponentama
- prikazujemo: osnovicu, cijenu nakon popusta, iznos pdv-a i pp-a, ukupnu cijenu
- azurirani tipovi i validatori
- migracijske skripte
- toggleanjem poreznih checkboxova ih (ne)uracunavamo u ukupnu cijenu
- zaboravili smo azurirat konstante i changes helper za nova polja pa san i to odradia usput",76,1683.0333333333333,9793.833333333334,2880.0,6984.883333333333,feature,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
665,3066679597,2025-12-03T09:49:26Z,2025-12-04T13:39:38Z,2025-12-04T13:39:38Z,2025-12-04T13:39:40Z,2025-12-03T09:56:36Z,2025-12-03T09:49:26+00:00,[user_2],[user_2],2,209,22,26,7,231,0,2,1,1,0,0,0,2025-12-04T13:19:30+00:00,2025-12-04T13:19:30+00:00,2,14830541 FS: Povijest izmjena ponude,"dodana povijest izmjena ponude ko sta imaju i drugi entiteti: - primjetia san da se u socketu gleda canViewServices umisto canViewServiceChanges pa san to ispravia - dodano pravo canViewOfferChanges - azurirani tipovi, validator - azurirana logika notifikacija da odraduje i ponude",,0,"# Description

dodana povijest izmjena ponude ko sta imaju i drugi entiteti:
- primjetia san da se u socketu gleda canViewServices umisto canViewServiceChanges pa san to ispravia
- dodano pravo canViewOfferChanges
- azurirani tipovi, validator
- azurirana logika notifikacija da odraduje i ponude",37,1650.0666666666666,1650.0666666666666,0.0,1670.1999999999998,feature,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
571,2936736720,2025-10-22T11:01:06Z,2025-10-29T13:14:14Z,2025-10-29T13:14:14Z,2025-10-29T13:14:15Z,,2025-10-22T11:01:06+00:00,nsitum,nsitum,6,1136,22,25,16,1158,4,16,8,1,7,0,0,2025-10-23T07:35:21+00:00,2025-10-29T12:38:39+00:00,7,14216383 FE: Klijent,"Dodana je nova stranica ""Klijenti"" koja se nalazi uz postojeći stranicu ""Zaposlenici"" u postavakama. Cijela funkcionalnost se temelji na postojećoj ""Zaposlenici"" formi, rutama, logici itd... razlika je samo u podacima koje šaljemo/primamo. Napravljene su sljedeće izmjene: - Kreirane nove rute /clients, /client-create, /client-edit, /client - Kreirane ClientsLayout, ClientsPage, ClientCreate, ClientEdit komponente koje rade samo s UserType.CLIENT - Kreirana ClientForm forma koja radi samo sa sljedećim podacima: ime, prezime, tvrtka, porezni broj tvrtke, email i kontakt broj i na kreiranju i na uređivanju - Dodan useClientForm - Prilagođeni tipovi i kreiranje inicijalnih vrijednosti client forme",,2,"# Description

Dodana je nova stranica ""Klijenti"" koja se nalazi uz postojeći stranicu ""Zaposlenici"" u postavakama. Cijela funkcionalnost se temelji na postojećoj ""Zaposlenici"" formi, rutama, logici itd... razlika je samo u podacima koje šaljemo/primamo.

Napravljene su sljedeće izmjene:
- Kreirane nove rute /clients, /client-create, /client-edit, /client
- Kreirane ClientsLayout, ClientsPage, ClientCreate, ClientEdit komponente koje rade samo s UserType.CLIENT
- Kreirana ClientForm forma koja radi samo sa sljedećim podacima: ime, prezime, tvrtka, porezni broj tvrtke, email i kontakt broj i na kreiranju i na uređivanju
- Dodan useClientForm
- Prilagođeni tipovi i kreiranje inicijalnih vrijednosti client forme",93,1234.25,10177.55,2940.0,7273.133333333334,update,frontend,True,True,True,False,True,True,True,6,0,0,1,1
573,2940261248,2025-10-23T12:19:44Z,2025-10-24T11:06:30Z,2025-10-24T11:06:30Z,2025-10-24T11:06:32Z,,2025-10-23T12:19:44+00:00,[user_2],[user_2],5,3,1,1,2,4,0,0,1,1,0,0,0,2025-10-24T11:06:03+00:00,2025-10-24T11:06:03+00:00,5,14365826 BE (Bug): Internal status migracija,"popravak internal status migracije greska je bila sta se doda internal status stupac odma sa not null constraintom, a u bazi vec ima podataka pa padne jer ga defaulta na null fix: dodat stupac bez constrainta -> migrirat podatke -> stavit constraint",,0,"# Description

popravak internal status migracije
greska je bila sta se doda internal status stupac odma sa not null constraintom, a u bazi vec ima podataka pa padne jer ga defaulta na null
fix: dodat stupac bez constrainta -> migrirat podatke -> stavit constraint",40,1366.3166666666666,1366.3166666666666,0.0,1366.7666666666669,fix,backend,False,True,True,False,True,True,True,5,0,0,1,0
618,3002378673,2025-11-12T11:01:11Z,2025-11-14T07:44:05Z,2025-11-14T07:44:05Z,2025-11-14T07:44:06Z,,2025-11-12T11:01:11+00:00,[user_2],[user_2],3,90,303,17,4,393,0,3,2,1,1,0,0,2025-11-13T13:49:13+00:00,2025-11-13T13:49:13+00:00,2,14740837 FS: Assignee relacija,"obrisana internalPerson polja, dodana relacija Assignee na event maknuti endpointovi/hookovi koji su fetchali internalPerson cleanup svega di se koristia internalPerson dodan assigneeId u validator dohvacanje odgovorne osobe prilikom dohvacanja eventa azurirani event tipovi migracijska skripta",,0,"# Description

obrisana internalPerson polja, dodana relacija Assignee na event
maknuti endpointovi/hookovi koji su fetchali internalPerson
cleanup svega di se koristia internalPerson
dodan assigneeId u validator
dohvacanje odgovorne osobe prilikom dohvacanja eventa
azurirani event tipovi
migracijska skripta",36,1608.0333333333333,1608.0333333333333,0.0,2682.9,feature,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
590,2972255085,2025-11-03T10:53:24Z,2025-11-04T17:20:55Z,2025-11-04T17:20:55Z,2025-11-04T17:20:57Z,,2025-11-03T10:53:24+00:00,nsitum,nsitum,3,408,34,5,18,442,0,18,8,1,7,0,0,2025-11-03T11:00:52+00:00,2025-11-04T16:40:10+00:00,3,14365285 FE: Update event forme,"Dodan novi checkbox ""Prikaži klijente"", čijim se toggle-om otvara nova ""podforma"" za prikaz/dodavanje/brisanje klijenata. Napravljane su sljedeće izmjene: - Dodane potrebne stvari na FE vezano za event formu: gumbi, podforma, polja, validacija, handleri, initialValues... - Dodan novi useUpsertContacts hook - Patch kontakata na submit forme, dodan client.id kao userId",,3,"# Description

Dodan novi checkbox ""Prikaži klijente"", čijim se toggle-om otvara nova ""podforma"" za prikaz/dodavanje/brisanje klijenata. Napravljane su sljedeće izmjene:
- Dodane potrebne stvari na FE vezano za event formu: gumbi, podforma, polja, validacija, handleri, initialValues...
- Dodan novi useUpsertContacts hook
- Patch kontakata na submit forme, dodan client.id kao userId",50,7.466666666666664,1786.7666666666669,0.0,1827.5166666666669,update,frontend,True,False,True,False,False,False,True,3,0,1,0,1
552,2913299306,2025-10-14T11:37:01Z,2025-10-15T09:32:48Z,2025-10-15T09:32:48Z,2025-10-15T09:32:50Z,2025-10-14T11:39:50Z,2025-10-14T11:37:01+00:00,[user_2],[user_2],5,22,1,1,2,23,0,0,1,1,0,0,0,2025-10-15T09:27:13+00:00,2025-10-15T09:27:13+00:00,5,14211868 BE: Sortiranje bulk događaja,u excelici za događaje istog datuma sortirano po vremenu početka,,0,"# Description

u excelici za događaje istog datuma sortirano po vremenu početka",10,1310.1999999999998,1310.1999999999998,0.0,1315.7833333333333,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
